real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
13,5.61069,8.93817,16.4023,19.2218,20.1938,18.5421,10.5761,9.04138,29.6308,19.2687,34.1005,58.0801,60.5371,72.5584,71.7825,43.5984,76.6454,43.9744,41.16,40.8789,80.4349,79.3334,65.5186,89.7846,89.5629,104.242,16.7975,156.262,170.657,209.198,203.349,199.773,190.533,187.137,179.433,21.768,21.7633,169.567,169.014,14.5851,150.503,24.2492,18.2556,114.793,8.69957,20.7194,16.375,100.383,70.4524,93.4611,20.4899,77.3133,20.4934,28.8037,33.5231,64.4026,61.5741,42.2751,42.0338,7.62296,45.2869,65.0265,7.95431,16.209,56.3985,56.6002,44.7642,49.7541,33.895,33.8539,26.7678,20.6311,9.37329,38.83,13.0114,14.3952,0.00831724,0.00850107
14,5.71676,9.30956,18.5233,22.2029,23.4337,20.5044,10.6587,8.98885,35.1985,20.4308,40.0925,76.1959,78.3804,97.5793,94.844,49.2691,104.031,49.6503,45.6132,45.2131,111.795,102.693,78.6586,110.36,108.705,122.996,16.993,188.825,212.872,275.568,271.48,266.859,254.934,249.465,239.984,23.9103,23.8383,216.461,215.229,16.0769,158.259,22.3086,16.7986,89.0888,7.88984,18.1083,14.3626,72.2438,56.1638,67.9396,17.1733,54.1574,16.8605,23.1133,26.6344,41.126,43.964,27.9535,27.7257,6.29283,34.1984,41.211,6.48188,12.0124,37.918,35.8922,30.2236,30.1123,21.0602,21.0254,17.1261,13.7839,6.98947,23.1692,9.20314,10.0198,0.00578226,0.00561298
15,5.91583,9.3411,16.8374,19.7369,20.7598,19.3221,11.3678,9.79014,31.0304,20.6407,36.3286,61.4744,64.4945,75.4198,75.4076,49.0601,78.6452,49.5797,46.6725,46.3841,80.3117,83.6197,73.6639,97.6147,98.9832,116.133,19.6843,161.49,167.222,217.714,215.219,212.538,204.73,201.082,192.804,17.9289,17.9132,176.721,175.805,12.5323,141.035,19.7601,15.3916,99.1667,9.18088,17.8503,14.466,91.6133,71.8223,88.7721,18.9862,75.8085,20.2727,30.6264,36.2042,57.3594,64.1612,37.3478,37.1477,7.53752,49.8568,60.6917,7.80064,14.9906,58.1143,55.6066,48.3608,46.8623,30.4449,30.4129,24.0529,18.6537,8.83376,35.687,11.9985,13.2029,0.0128601,0.0121984
16,6.75907,10.8126,19.8493,23.1917,24.3308,22.3406,12.7524,10.8846,35.1637,23.1968,40.1953,64.8049,67.2953,77.7248,77.3746,51.0586,80.924,51.4932,48.5606,48.2668,83.1216,84.3182,73.3538,95.1355,95.6767,111.382,20.4926,208.502,245.983,194.301,193.069,189.208,182.703,179.864,179.862,16.6354,16.5988,169.157,168.799,11.2318,144.539,16.5324,12.5474,105.233,9.78106,14.0011,11.1489,88.4901,56.2767,81.377,14.0992,67.8579,14.6184,22.1141,26.4564,59.3851,53.8464,40.8402,40.584,8.20418,38.5497,58.8918,8.5169,16.7229,50.4091,51.2127,40.3239,45.7136,32.4043,32.3621,26.0514,20.4819,9.7064,36.3552,13.2258,14.5462,0.00730045,0.00737129
17,6.5536,10.098,16.9259,19.5387,20.5104,19.9583,12.9447,11.3536,30.5778,22.3571,36.2197,59.9538,63.432,77.2286,76.7122,49.9936,82.5826,50.531,48.3056,48.0951,88.2108,87.265,73.1959,102.839,102.978,123.195,24.0779,184.475,198.935,206.59,203.641,200.568,193.309,190.216,185.351,28.3727,28.2816,173.579,172.984,19.7533,146.394,24.9839,19.1471,105.666,10.5207,19.8126,15.9011,91.5233,59.9335,84.7345,18.0974,69.9395,17.4552,23.9248,27.9615,58.5691,55.0283,38.5121,38.2862,8.25356,39.2368,59.4177,8.48218,15.6476,51.1253,51.8317,40.4891,45.7102,30.9027,30.8663,24.4703,19.0505,9.24939,35.609,12.3621,13.5553,0.00926327,0.0095411
18,6.92343,10.8503,19.2879,22.5482,23.7074,22.1747,13.2496,11.4503,35.3356,23.6813,41.1893,72.2929,75.6981,93.6527,92.1046,54.1145,100.351,54.6202,51.2844,50.9561,108.061,103.051,82.562,117.258,116.455,136.769,21.887,204.185,221.555,208.354,203.844,199.571,189.715,185.707,178.898,30.2885,30.1672,164.306,163.541,21.108,129.702,25.6415,19.6143,77.7416,8.10867,20.1445,16.1537,66.3722,53.2049,63.4899,18.2572,51.6174,17.4751,23.1592,26.4737,37.0855,42.8266,24.2062,24.0193,6.02786,33.7553,38.7248,6.14386,10.5887,37.206,34.7102,30.1674,28.3132,18.4972,18.4695,14.8622,11.9277,6.30678,21.0616,8.09317,8.76291,0.00655595,0.00624642
19,7.84933,12.1734,20.7174,23.875,25.0086,23.937,15.0878,13.145,36.1888,26.0007,41.9182,66.0444,69.0347,80.8252,80.3627,54.6838,84.9514,55.165,52.6251,52.3755,88.8433,88.4455,76.5198,99.4464,99.4964,113.022,25.3186,161.861,178.443,216.855,212.891,208.458,198.371,194.104,188.313,25.5855,25.509,172.853,172.139,17.6736,139.553,23.3381,17.8172,94.9153,10.1113,18.9114,15.1198,80.7306,58.3547,75.7324,17.8484,62.6905,17.6106,24.5637,28.5809,50.4375,50.9738,34.1737,33.9366,7.80325,38.4929,51.0237,8.00769,14.5866,46.0127,44.9543,37.0838,38.6584,26.6542,26.6169,21.4756,17.08,8.57409,29.9855,11.3134,12.3423,0.00641697,0.00634142
20,7.31464,11.8214,21.2878,24.8619,26.1413,24.7385,14.7112,12.6154,38.8819,26.7568,45.4213,74.1605,77.7579,91.6657,91.302,60.0716,96.4229,60.6339,57.428,57.1102,100.391,101.429,87.1311,116.527,116.953,136.133,25.0684,193.432,204.744,211.652,210.827,208.576,204.01,201.811,200.225,25.8559,25.7824,190.061,189.589,17.5117,158.768,23.8137,17.9555,100.583,9.99426,19.0801,15.0796,79.1627,56.7654,72.8933,17.7239,57.9635,17.1516,23.3185,26.8845,47.2542,46.0356,33.1099,32.8099,7.58457,34.9124,45.833,7.78549,14.3866,40.2132,38.95,31.5034,33.3832,24.2288,24.1829,19.8261,16.0671,8.17354,26.023,10.7259,11.6658,0.00283522,0.00277601
22,5.77096,8.95247,15.2442,17.6764,18.5722,17.9119,11.4744,10.0497,27.8137,19.981,32.8952,55.9609,59.0191,73.052,72.078,45.3562,78.646,45.8525,43.805,43.6147,85.4581,81.7768,67.1175,95.5898,95.4271,115.004,22.5579,188.878,209.778,245.471,241.137,236.961,226.906,222.643,216.31,37.5764,37.4655,200.461,199.704,26.1177,161.084,33.3637,25.5355,99.9976,11.9905,26.2901,21.0743,78.4734,61.8364,72.9886,23.5289,58.1412,22.0631,27.8317,31.1927,46.7669,47.2126,34.0894,33.7767,9.26872,37.6432,45.109,9.47714,16.3361,40.5152,38.5924,32.2223,33.0742,25.0389,24.9914,21.043,17.587,9.74457,26.2907,12.338,13.2682,0.00625035,0.0061214
23,5.40878,8.68321,16.5712,19.653,20.6961,18.5069,10.1122,8.60353,30.7156,18.8096,35.1246,64.0304,66.2657,81.7196,79.9338,43.9905,87.0346,44.3531,41.0768,40.7513,93.0371,87.6308,68.8537,96.9394,96.0199,111.314,16.0376,175.537,195.903,262.806,256.699,251.078,236.923,230.934,220.668,21.1358,21.0799,199.274,198.222,14.2913,157.02,20.268,15.3132,108.775,8.65131,16.7806,13.3304,93.1855,62.4943,86.5515,16.442,71.5409,16.6941,24.5466,29.1204,59.6647,57.0125,39.8171,39.5814,7.56312,41.3692,60.1211,7.88243,15.7844,52.4939,52.5468,41.9229,46.1314,31.8291,31.7897,25.3707,19.7682,9.20594,36.1678,12.6528,13.9509,0.00901696,0.00909961
27,5.79327,9.26909,17.7585,21.0161,22.0968,19.5531,10.4964,8.90465,32.2331,19.4468,36.4254,65.4571,67.4814,82.582,80.7668,44.1729,87.7055,44.4871,41.0045,40.6544,93.4027,88.024,68.8177,96.3427,95.1309,108.951,15.5934,155.443,166.753,192.551,189.739,188.348,183.266,181.062,174.951,24.2644,24.2521,165.998,165.444,16.5465,142.785,26.6677,20.3235,104.288,9.54778,22.8963,18.2669,88.9524,66.7388,82.9971,22.4813,68.8782,22.2404,29.8774,34.0208,58.5094,55.9731,40.8846,40.6308,8.50845,43.1595,57.8745,8.86387,17.3071,50.6888,50.3744,40.7986,44.6886,32.4667,32.4232,26.4512,21.0856,10.2698,35.8503,13.8771,15.207,0.00915612,0.00929374
29,4.8669,7.66319,13.6505,16.0518,16.928,15.9687,9.66523,8.38419,26.0935,17.466,31.0282,58.8627,62.2625,81.7025,79.7703,42.7389,89.7753,43.212,40.5129,40.2551,100.304,92.2576,69.3948,108.648,107.355,131.348,18.0049,194.412,207.192,216.136,211.539,208.515,199.919,196.391,188.213,42.1038,41.982,175.222,174.468,29.0578,144.772,36.7412,28.1219,97.9603,8.61908,28.442,22.885,84.1119,63.4375,78.8962,24.833,63.9664,22.8914,28.2644,31.6602,49.9923,51.3709,32.5395,32.3268,6.8832,39.3508,50.906,7.08814,13.2025,45.5292,44.391,36.1411,37.9951,25.5626,25.5285,20.3041,15.899,7.75824,29.1695,10.3589,11.3461,0.00800643,0.00800783
30,4.53961,7.18581,13.0973,15.4902,16.3484,15.1928,9.01468,7.81011,25.1996,16.4462,29.809,56.6426,59.6066,76.4821,74.8583,40.7323,82.9381,41.1816,38.5947,38.3497,90.6557,85.0059,65.5528,98.0537,97.1976,116.277,17.9548,186.959,211.522,247.35,241.188,235.608,223.374,218.654,211.343,32.0143,31.9656,196.298,195.565,22.2844,164.613,31.605,24.7078,113.668,11.5792,26.5844,21.6783,96.7347,71.793,90.7514,25.4701,75.005,25.085,33.1669,37.6538,60.7718,61.5152,42.0898,41.8085,9.69537,47.9602,61.0358,10.0203,18.5524,55.2102,53.7204,44.8598,46.4705,33.0343,32.9879,26.9909,21.7475,11.0716,36.5841,14.6149,15.9143,0.0113523,0.0111272
31,6.74474,10.4889,17.3321,19.91,20.8883,20.7291,13.8552,12.182,31.1569,23.8745,37.2688,58.3418,62.0687,73.1225,73.466,53.4591,77.3175,54.107,52.4949,52.3547,80.8073,83.9244,75.0844,101.867,103.286,126.935,29.0237,226.333,253.137,294.244,286.166,277.542,258.552,250.781,242.701,25.6578,25.5913,217.107,216.121,17.1192,161.876,23.4249,17.497,90.0097,13.1211,18.2581,14.3788,63.8936,47.0183,57.7177,16.3236,44.3364,15.2609,19.5492,22.0752,37.9766,34.7407,29.4699,29.138,9.31507,26.952,34.6962,9.43157,15.3141,29.5272,28.5513,22.8422,24.9951,20.4739,20.4263,17.679,15.2673,9.0696,20.3892,11.0999,11.8139,0.00358998,0.00357557
32,4.93597,7.68911,13.4782,15.8084,16.6565,15.741,9.82371,8.60236,25.4548,17.3458,30.1368,56.603,59.6188,77.7738,75.7771,41.4054,85.1854,41.8651,39.5105,39.2914,95.0806,86.641,65.7927,100.349,99.2017,119.659,19.9948,187.026,207.675,210.097,205.066,201.387,191.686,187.703,179.852,37.9246,37.8601,165.089,164.309,26.2865,128.799,38.3763,29.6617,78.3804,11.8681,32.8366,26.514,64.7659,70.4754,62.7323,32.2567,51.5335,31.7545,39.3748,42.3689,39.2002,45.4641,29.5268,29.2828,9.24002,42.6335,38.6288,9.42314,15.4661,37.5842,34.2832,31.4546,29.0396,22.3458,22.3072,19.1437,16.3371,9.56736,23.3705,11.8597,12.6643,0.00773749,0.00741837
33,5.33861,8.25885,14.3595,16.7015,17.5339,16.4981,10.1959,8.88911,25.8263,17.8083,30.0226,51.4096,53.7579,66.0417,64.97,39.8267,70.6816,40.2246,38.1813,37.9875,76.2251,72.5424,59.1822,82.972,82.7329,98.4997,18.8968,182.685,217.255,297.756,293.919,286.783,272.092,265.475,259.668,28.9882,28.9236,232.771,231.599,20.4965,170.287,27.7098,21.611,98.8568,9.98013,23.1822,18.8568,82.6629,64.5427,78.3595,22.2788,64.7333,22.0933,29.7491,33.9273,49.8319,54.1259,33.9463,33.704,7.9845,43.1248,50.9459,8.21261,14.8786,47.9944,45.6034,39.4961,38.4261,26.3864,26.3488,21.4216,17.2189,8.85209,29.5865,11.5875,12.5987,0.0100873,0.00959777
34,5.24367,8.37211,15.5439,18.3307,19.2875,17.5769,10.1122,8.69482,28.576,18.4443,32.9351,57.5189,59.7353,72.046,70.9837,42.8565,76.1391,43.2729,40.7605,40.5188,80.2206,77.9501,64.4581,87.8887,87.9405,103.033,18.7949,165.366,182.458,307.488,305.621,299.322,286.033,279.61,273.642,18.8613,18.8266,245.763,244.523,12.9707,184.623,19.2841,14.8039,119.93,10.6706,16.6841,13.3853,102.342,67.924,95.299,17.086,79.6112,17.8851,27.0929,32.3477,66.3941,64.0977,44.6058,44.3355,8.85889,46.693,67.2995,9.18822,18.0108,59.5058,59.4351,48.0841,52.0379,35.6412,35.5977,28.4121,22.1778,10.4357,40.6863,14.241,15.6789,0.0101833,0.0100892
35,5.95753,9.64073,18.7788,22.3505,23.5489,20.8224,10.9781,9.26308,34.9707,20.7388,39.7903,74.2486,76.6515,95.7423,93.1923,48.5602,102.434,48.9083,44.8289,44.4183,110.534,101.747,77.4617,109.914,107.947,121.246,15.6191,156.463,165.221,176.865,172.799,170.13,163.277,160.704,155.183,23.6442,23.6271,147.348,146.91,15.7918,131.773,27.1577,20.4272,101.993,7.24766,23.724,18.7543,90.6208,65.8815,84.473,23.5611,70.1847,23.0532,29.7814,33.4237,58.4529,55.941,37.7215,37.5295,6.41992,41.8093,59.5037,6.7153,14.0032,51.4389,51.9221,40.834,45.8001,30.7376,30.7041,24.0593,18.3158,8.06963,35.6828,11.3633,12.6285,0.00780402,0.00806724
36,8.31516,12.7233,20.0898,22.7618,23.8061,24.2052,16.874,14.931,34.857,28.1804,41.7522,60.237,64.6244,72.4137,74.2309,59.8095,75.0042,60.4989,58.8633,58.7135,74.4628,85.579,81.5514,107.784,110.469,137.982,32.2809,243.398,263.528,200.695,198.358,194.164,186.782,183.777,183.142,14.9669,14.9467,173.236,172.927,10.0405,150.401,15.3474,11.5925,107.06,14.4552,12.9153,10.2422,83.6102,50.9308,75.1112,12.8176,60.8442,13.0772,19.3892,23.0876,56.9419,46.9698,42.5478,42.2057,11.1073,33.1977,53.4546,11.371,20.0139,43.5264,44.8441,34.032,41.0993,32.2295,32.1745,26.9825,22.2719,11.8964,33.9316,15.3266,16.5747,0.00571082,0.00590999
