real_name,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690721.4336_north:1467926.473,mass_east:690862.0289_north:1470112.851,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
10,4.54015,7.3928,15.0961,22.4717,20.0137,17.3719,7.02166,11.1533,30.0687,14.1808,39.7818,55.7807,57.366,58.8126,73.1827,36.6103,94.5941,36.4606,25.3602,26.7638,56.303,194.486,62.0423,99.7504,81.6738,125.32,148.597,182.192,182.204,265.036,199.105,212.137,118.553,172.754,306.313,46.8767,43.8728,132.05,129.613,16.9621,105.668,24.3931,22.4215,73.5044,7.74855,15.6268,23.9027,89.5497,81.3769,90.7694,29.8666,101.228,39.4435,48.6606,29.8839,57.0166,46.0729,37.2797,34.0948,4.46046,61.4254,49.3327,10.5037,16.0842,56.7587,39.9714,45.5381,44.417,42.822,38.9951,26.2801,28.1603,23.321,40.5395,15.2165,17.7146,0.121554,0.0127512
11,4.63615,8.02033,15.5351,22.2375,18.6881,20.163,6.90034,11.9906,30.709,14.6293,37.2971,53.2304,61.9069,59.2374,80.6508,34.7446,104.347,37.5327,28.8035,27.4646,60.5087,186.809,61.3895,85.9237,89.5827,135.393,141.994,183.788,193.427,270.086,186.045,206.567,114.59,172.264,308.461,45.312,47.5802,149.388,130.77,17.2673,117.489,23.3039,22.5388,75.8612,7.49986,14.8707,24.4591,84.6902,85.5707,84.1414,31.038,92.2083,39.7725,43.6031,29.5183,58.6004,45.3559,31.9218,38.8394,4.90541,65.7736,49.7637,11.0284,18.3877,52.9909,45.8676,47.866,43.0121,35.3306,38.5851,26.0805,29.5476,21.7321,34.1511,14.9291,16.4541,0.14443,0.101784
12,4.40382,6.74424,13.6142,22.8696,19.0242,21.4124,7.135,12.6304,28.6653,15.5738,37.3358,53.7238,56.3308,61.411,85.6582,37.346,91.3514,34.8771,27.2815,26.1864,60.5906,213.085,60.7205,84.5831,88.7455,118.012,153.207,187.133,177.39,300.022,176.608,190.475,118.288,182.515,296.741,41.0049,43.5331,155.092,125.232,16.3194,112.996,23.7736,24.7665,72.4049,7.82249,14.06,22.5652,86.8568,82.0424,88.981,29.52,91.6801,40.396,44.2591,28.565,62.1191,46.3369,37.4976,34.8686,4.37533,64.5471,53.4725,10.0894,16.9514,53.3488,49.0406,46.7824,42.7492,38.5222,35.1856,27.5077,31.8254,20.2525,41.8724,14.0643,18.5,0,0
13,4.73085,6.97969,15.3264,23.8997,18.8184,19.0127,7.62449,11.8166,28.6645,14.2311,37.184,51.8082,58.18,57.3678,65.7002,37.6857,89.5919,40.3376,28.7044,26.4415,61.4383,205.095,60.5952,84.2097,87.506,121.623,141.845,182.499,181.77,271.025,169.06,183.877,126.239,175.518,286.337,45.096,42.0274,157.321,113.906,16.0577,104.299,20.8377,24.4635,72.2107,7.62082,15.8442,22.0672,90.1184,88.3458,101.228,31.5813,98.0451,34.5335,44.376,32.3707,57.1792,44.7335,31.6368,33.9288,4.54184,59.0938,53.0709,10.0435,19.4051,50.7424,47.0204,42.9503,39.9854,40.0202,38.5363,24.7116,30.5819,24.8196,38.2929,15.2694,18.927,0.281594,0.0864463
14,4.18826,7.35108,14.6398,21.6497,18.91,20.2386,7.00947,10.8811,31.465,15.1706,36.9028,56.7617,59.4726,54.1841,78.5557,36.0369,89.1125,37.5603,26.5367,27.1129,60.9136,195.775,61.3228,83.0379,88.9893,125.538,153.767,165.25,169.966,272.349,178.065,190.326,115.053,193.489,302.825,45.8081,45.8226,153.405,116.778,16.5532,115.812,22.7312,23.0492,76.6402,7.55263,13.8547,22.9155,88.9365,87.7016,95.0467,29.2779,86.348,35.871,43.9046,32.9679,64.9876,44.1722,30.9484,34.4508,4.33374,58.0694,50.2626,10.2399,16.8983,53.8287,45.2834,46.8663,40.4189,37.3356,34.6327,25.7034,31.4255,23.1608,41.9472,14.8711,18.1726,0,0.106699
15,4.33854,8.0612,14.6741,22.967,21.0696,19.9475,7.37272,11.9339,27.6451,16.3887,38.2278,54.57,57.1184,57.398,80.003,38.8247,101.847,39.7328,25.8034,25.197,61.0014,200.45,63.8368,94.6055,84.921,121.562,146.614,173.951,184.782,262.527,172.543,193.307,116.619,171.064,280.254,44.6461,42.1458,143.456,135.463,16.2555,105.605,22.6412,22.8147,78.6154,7.09848,14.5091,23.5723,89.0953,79.6464,88.5606,30.3691,97.0806,35.9473,46.5631,29.9728,65.5753,44.6653,36.0127,32.3938,4.22649,59.4828,52.2818,10.6685,17.4196,52.1344,43.0843,46.7599,47.1298,34.2309,36.6324,26.2547,32.1311,22.4829,36.0002,15.4648,16.6099,0,0
16,4.81906,7.33309,15.194,22.0261,19.8157,19.8856,7.4023,11.385,29.6695,14.8716,36.3323,57.8969,54.7597,56.6284,69.1343,35.606,97.1695,36.6244,27.2698,25.7491,58.5603,203.942,60.5598,87.8921,92.0507,112.827,151.53,182.945,170.701,274.273,188.682,198.276,121.877,183.162,312.447,43.5639,45.329,162.463,122.358,17.802,106.75,21.3328,22.1594,79.2598,7.79371,14.1945,21.288,90.2156,79.8119,103.528,32.14,104.635,37.5932,44.9612,29.5373,58.9597,41.9138,31.9888,36.258,4.67882,57.0528,53.7117,10.2011,18.0593,51.3911,41.203,42.9354,43.9932,36.0537,34.3305,24.4109,29.0922,22.7689,35.8955,15.4908,18.6589,0.0170357,0.0546265
17,4.1172,7.26063,15.3449,20.2593,19.4568,18.0796,7.72055,11.4086,30.1232,15.4421,39.5768,48.7853,59.3559,57.3216,75.1298,40.5078,102.483,33.9694,28.2223,26.0079,65.1947,192.835,59.0811,93.0081,91.3145,120.131,141.444,177.244,184.12,274.983,177.95,198.971,117.08,176.299,322.444,43.042,49.5582,158.601,122.482,17.5486,107.137,21.8356,22.6708,73.4311,6.75068,15.3987,22.8635,92.6057,80.8676,100.929,32.4633,101.99,37.2743,44.4867,30.0381,60.2714,42.3562,34.4093,34.8262,4.29987,58.6192,49.5692,10.808,17.6282,51.2629,45.303,44.7246,44.899,39.4976,36.5852,27.3629,27.8645,22.8667,34.4039,14.7218,17.0722,0.0868489,0
18,4.55859,7.70938,15.5159,21.4812,17.0518,19.9298,7.54386,11.4597,29.1925,14.92,38.9988,50.6101,61.163,64.9761,77.3741,39.0067,92.0582,34.2043,28.3497,28.5272,59.0619,203.353,58.9538,87.5832,96.2687,129.404,145.33,181.887,193.227,274.459,175.583,192.992,118.074,167.628,296.878,39.9831,45.2299,145.202,127.955,16.4804,114.655,24.1692,21.9686,74.1962,7.23849,14.1964,18.5493,87.4026,79.8959,102.683,28.9904,99.5018,36.9711,44.6644,30.3439,57.9391,43.7753,33.7103,34.8263,4.54391,54.8419,54.9419,10.5179,19.6067,45.5844,40.6452,38.8007,42.9287,36.8811,37.3394,25.8397,30.9936,23.8145,39.4835,15.0147,17.4558,0.153454,0
19,4.61581,7.28258,13.1705,22.6204,18.5761,20.7554,7.36353,11.0116,28.3128,14.9486,37.403,50.7401,61.5883,63.7086,75.7137,37.2485,98.1934,35.0038,23.5978,24.5999,66.5127,193.752,62.0489,95.5788,90.9728,113.569,158.497,186.27,171.428,284.736,180.621,191.258,114.749,191.669,305.012,42.8155,44.6135,138.888,140.908,16.8904,110.902,23.6273,21.9294,78.6978,7.65033,15.7235,23.1198,85.0008,80.3989,97.6529,29.2694,101.578,36.9852,48.659,30.4842,58.5813,47.6897,34.3782,36.1745,4.80891,59.7154,51.376,10.6096,17.9088,52.5223,44.511,47.6854,43.0086,36.0883,36.3285,24.3989,29.6171,23.251,34.9519,14.7766,17.2221,0,0
20,4.67206,6.98211,14.3351,24.6328,19.7806,19.1978,8.2286,11.6213,31.2235,14.8094,37.8965,53.1572,64.0432,62.4252,73.5014,35.9774,101.014,39.044,27.2741,28.1347,59.9509,203.582,59.1564,84.1074,93.946,115.009,145.872,152.822,179.721,277.651,164.689,175.45,116.421,174.842,323.926,44.8763,44.9099,156.037,128.149,16.9544,114.518,22.0055,21.0684,74.727,7.35291,15.9611,21.3061,91.8603,84.9574,98.4455,26.6936,95.3059,40.0138,45.4818,29.7356,58.8857,47.7659,36.031,33.0686,4.75057,63.3021,53.8724,10.3084,18.7467,51.5643,48.8291,42.4465,45.5953,39.8261,36.8894,26.9536,30.0672,23.3069,36.8164,14.2805,16.5145,0.066578,0
21,4.45358,7.36318,14.9221,22.9907,20.264,18.4145,7.0653,12.1007,29.4511,13.7773,35.734,49.4151,57.213,63.7963,71.8581,37.2592,105.621,36.5251,29.1351,25.0544,57.2071,186.18,60.976,90.0587,84.2874,114.473,149.863,178.678,176.961,269.751,184.347,195.849,121.482,180.297,317.793,44.8117,40.7484,153.169,121.169,15.9988,106.146,22.7352,22.646,74.1537,7.69664,14.8248,22.78,90.4885,87.0796,98.681,30.6983,92.5774,39.4536,46.7101,28.0949,62.1127,46.0937,36.677,33.8365,4.24809,62.7039,53.3328,10.1727,17.9357,55.2914,45.2636,45.6123,45.6053,38.1905,35.9894,25.0061,31.03,20.8986,35.0192,15.3991,17.7516,0.200107,0.0915676
22,3.91237,7.92223,15.6375,20.5523,18.462,19.9235,7.22585,11.9289,31.6753,14.3496,35.3688,55.6481,58.3497,59.5055,73.2656,38.093,103.262,41.6299,26.8323,25.4123,57.6719,197.848,64.9538,86.8857,87.2228,120.748,154.232,181.651,186.397,274.303,168.41,179.347,127.163,176.156,304.555,44.2716,43.0317,160.215,116.468,16.9752,112.864,23.4944,23.8775,72.2635,7.18665,16.7294,21.2979,84.5332,80.5156,94.2707,29.5693,93.5348,38.7164,45.5842,32.9105,62.2025,43.3741,34.5934,34.3432,4.13716,62.3043,49.1226,10.6353,18.3187,52.0828,42.214,46.2439,48.8095,35.3069,36.2615,25.3884,29.7147,24.4309,38.2043,13.7968,18.4193,0.0498702,0.0386259
23,4.09303,7.49171,15.8605,22.6769,19.1387,20.3398,8.15344,10.4298,28.8354,13.2804,38.9917,49.302,59.5611,56.7098,72.437,37.3956,97.0147,38.6272,23.8072,26.7445,60.8953,213.333,63.2047,88.9921,87.5325,120.286,135.104,167.373,170.474,270.308,173.908,195.56,130.476,185.567,300.336,40.7229,43.8883,136.548,118.051,15.3452,115.672,22.1004,23.0697,74.5029,7.72063,14.231,21.0996,85.8325,84.9138,97.1358,27.0002,92.0018,36.361,43.8711,34.0511,61.6862,45.973,34.0359,35.8615,3.90839,62.7559,51.7365,9.88668,18.217,51.9492,45.2704,42.7638,40.8685,34.9375,36.6968,25.0475,32.2259,22.3756,37.3846,15.7267,17.0952,0.0357316,0
24,4.44157,7.22231,13.7002,19.1986,18.536,19.2273,7.29317,11.8616,26.6295,14.8894,37.2606,52.8705,61.1417,59.464,74.8239,37.8142,97.5122,32.6221,26.7812,26.7158,62.1828,201.439,59.2542,93.1941,89.3884,119.123,141.406,193.794,182.395,279.973,187.024,180.526,123.784,169.408,286.83,48.2506,44.5379,142.762,124.312,16.6494,115.683,21.9364,21.8332,72.1008,8.12211,15.321,22.9395,88.9139,86.8183,97.1454,28.5,98.8497,38.5871,45.8546,27.9995,59.5814,47.1858,31.6241,32.7081,4.25374,63.3069,51.9993,10.0399,18.7768,52.5905,45.691,43.2979,37.8697,36.7607,33.339,24.0665,30.1638,23.1202,39.4891,14.6928,19.4984,0.0427926,0.174314
25,4.54255,6.7514,15.9836,23.0013,17.6747,19.2088,7.44901,11.0641,30.8379,14.8448,38.4273,52.0087,62.2004,57.932,78.2783,36.9903,103.12,37.2727,27.0992,26.3301,59.2592,209.04,58.9219,82.6826,93.1059,113.282,133.309,172.625,173.788,262.006,186.634,199.463,118.387,194.478,293.488,48.9638,42.2696,153.194,132.816,15.9304,111.14,22.2732,23.2495,71.0041,7.17394,14.9701,23.4775,95.1505,76.1627,95.4704,31.5526,105.232,36.0261,40.409,32.1982,58.8754,48.7112,32.5152,32.7757,4.50103,66.7301,57.4253,10.0004,17.2172,52.633,42.7938,45.6853,44.4979,36.5244,38.8124,24.7271,28.3197,22.6126,38.8051,14.5347,18.502,0.110143,0
26,4.48775,7.46366,14.9828,22.2699,19.0028,20.0595,7.6364,11.4204,30.7808,14.3329,36.1083,54.9509,62.7491,61.1765,78.5814,38.8428,99.2036,38.7149,27.6561,30.9241,61.5966,208.878,60.3914,93.3508,86.6767,117.906,130.562,172.369,178.314,288.711,179.142,209.386,118.698,181.363,271.385,45.7992,45.3061,147.306,126.516,16.0898,107.387,23.6353,22.7777,73.4527,7.33403,14.7225,23.349,86.3722,82.2561,87.8125,32.3437,97.7943,35.148,44.8172,29.3431,51.3376,41.9004,32.1233,35.8395,4.18313,60.9318,50.2916,10.3677,17.4722,55.0767,44.582,42.5326,44.9841,37.6269,39.5415,26.7065,27.0141,22.0238,32.9718,15.3208,18.261,0.138322,0.0295779
27,4.6911,7.18959,14.7042,22.9194,18.8035,18.2255,6.63556,11.5888,28.6096,14.7682,39.5305,52.2134,61.3307,59.2985,78.3196,36.273,92.3494,36.7039,26.301,26.5043,58.9532,198.593,59.9808,94.3679,93.0675,113.75,140.517,182.057,194.404,274.766,185.522,200.295,121.01,184.146,301.523,46.0418,40.0962,151.885,136.7,16.9169,114.243,23.3046,22.9977,79.7903,7.97127,14.9317,22.2937,91.2629,77.7447,98.7238,31.7133,89.1525,38.3478,46.769,28.5282,57.5432,45.1924,34.9065,37.3402,4.96572,61.7118,50.2938,10.3821,18.903,56.5111,48.133,43.8404,44.8033,37.4111,41.0969,27.0802,30.4178,23.571,37.6087,15.3217,17.1483,0,0.0178183
28,4.37973,7.32075,13.9367,21.798,20.6623,18.407,7.95942,12.5904,30.6789,15.6486,37.7825,51.409,63.9713,63.7993,76.7764,37.6353,97.1846,35.3514,27.9806,25.4333,62.7399,200.68,62.1801,90.4232,93.9683,118.929,150.518,179.054,182.856,245.582,188.91,183.246,117.034,155.903,292.352,43.9143,45.2592,145.034,116.709,17.4725,107.997,21.8781,25.2642,73.9006,8.06027,14.8063,21.3347,87.732,68.6361,97.4498,31.104,92.7101,37.7285,44.2861,29.1616,58.4485,43.2373,36.5641,33.1953,4.52488,62.4668,57.0518,10.5089,18.3968,49.6183,45.2925,49.6583,49.0897,39.2806,37.7371,24.8481,28.4744,23.2799,36.4495,14.7041,18.8364,0.111724,0.075616
29,4.40924,7.47215,13.8375,22.8308,19.0449,19.1946,7.12113,11.0119,31.3325,15.1806,35.7771,51.3616,56.986,58.6105,73.4981,36.1928,100.057,38.8268,28.1703,25.095,55.5291,195.31,61.6513,83.3992,98.6662,114.63,157.146,182.004,182.642,262.204,182.234,187.31,123.938,181.34,307.721,45.7922,42.041,154.634,123.472,17.1531,106.912,23.1956,22.465,77.2303,7.97424,13.8943,23.998,85.1118,81.6275,98.8755,30.1954,102.583,39.4596,44.9663,29.9466,61.7451,42.762,36.9294,34.0535,4.51446,60.0033,49.1964,10.492,18.4541,55.9422,44.8674,43.5139,43.0295,36.2212,38.072,28.3046,30.7884,23.3301,38.1881,15.303,18.2518,0.0250811,0
