real_name,mass_east:228716.0000_north:1351748.00,mass_east:230961.0000_north:1604587.00,mass_east:282095.0000_north:1328043.00,mass_east:284901.0000_north:1632653.00,mass_east:671948.0000_north:1468335.00,mass_east:672867.0000_north:1486992.00,mass_east:673346.0000_north:1454749.00,mass_east:678652.0000_north:1507746.00,mass_east:680222.0000_north:1444151.00,mass_east:682167.0000_north:1406593.00,mass_east:687065.4788_north:1463263.947,mass_east:688128.2578_north:1465335.321,mass_east:688645.4866_north:1467976.518,mass_east:688893.3636_north:1468603.156,mass_east:689018.9478_north:1468771.178,mass_east:689566.2899_north:1468142.227,mass_east:689990.5854_north:1465709.388,mass_east:689998.3193_north:1465052.028,mass_east:690192.1061_north:1469885.689,mass_east:690700.0000_north:1455649.00,mass_east:690721.4336_north:1467926.473,mass_east:690829.0000_north:1436753.00,mass_east:690862.0289_north:1470112.851,mass_east:691035.0000_north:1518113.00,mass_east:691536.9571_north:1472268.609,mass_east:691761.1951_north:1472254.183,mass_east:692160.2298_north:1473177.647,mass_east:692193.98_north:1472953.2,mass_east:692320.9146_north:1470354.661,mass_east:692341.83_north:1473492.4,mass_east:692364.7132_north:1470367.143,mass_east:692531.9473_north:1470074.692,mass_east:692553.9683_north:1470044.157,mass_east:692556.9148_north:1474042.065,mass_east:692614.89_north:1473096.06,mass_east:692625.6287_north:1471812.114,mass_east:693237.55_north:1473027.71,mass_east:693307.83_north:1472882.83,mass_east:693883.83_north:1473125.85,mass_east:694377.36_north:1467140.62,mass_east:695371.19_north:1473577.85,mass_east:695655.19_north:1473710.47,mass_east:696191.0000_north:1452089.00,mass_east:697158.0000_north:1424023.00,mass_east:697897.37_north:1474135.59,mass_east:697934.47_north:1474070.69,mass_east:697994.98_north:1474063.94,mass_east:698119.03_north:1473992.05,mass_east:698174.92_north:1473965.36,mass_east:698193.14_north:1473787.02,mass_east:698366.88_north:1479093,mass_east:698388.54_north:1479093.16,mass_east:698414.01_north:1473663.84,mass_east:698421.15_north:1473650.61,mass_east:698637.1944_north:1479927.937,mass_east:699066.57_north:1473349.55,mass_east:699749.19_north:1478820.01,mass_east:700125.6119_north:1479352.578,mass_east:700383.6161_north:1472828.366,mass_east:700534.2473_north:1465200.142,mass_east:700608.11_north:1479002.79,mass_east:700951.9146_north:1479457.732,mass_east:701230.3042_north:1473607.164,mass_east:701236.78_north:1475734.54,mass_east:701403.2659_north:1474089.033,mass_east:701447.5679_north:1478796.18,mass_east:701979.8903_north:1474231.631,mass_east:702055.6754_north:1478553.709,mass_east:702329.8068_north:1477485.218,mass_east:702331.1537_north:1477050.524,mass_east:702349.4475_north:1472091.164,mass_east:702379.37_north:1474878.73,mass_east:702482.643_north:1470462.43,mass_east:702518.8983_north:1470461.695,mass_east:702524.6997_north:1464702.711,mass_east:702558.411_north:1475908.563,mass_east:702689.9009_north:1472997.564,mass_east:702691.3487_north:1464877.287,mass_east:702823.0000_north:1433739.00,mass_east:702854.5674_north:1467466.96,mass_east:702936.0558_north:1474386.983,mass_east:703169.6307_north:1473542.173,mass_east:703507.349_north:1474766.077,mass_east:703540.6353_north:1472478.642,mass_east:703626.6524_north:1470324.906,mass_east:703634.9476_north:1470325.699,mass_east:703737.2128_north:1469459.118,mass_east:703741.109_north:1468505.821,mass_east:703894.7541_north:1465612.15,mass_east:703963.5297_north:1471311.749,mass_east:703986.7135_north:1466887.458,mass_east:703990.7543_north:1467265.652,mass_east:707362.0000_north:1529879.00,mass_east:718127.0000_north:1533707.00,mass_east:721921.0000_north:1555453.00,mass_east:725423.0000_north:1408581.00,mass_east:750535.0000_north:1400531.00,mass_east:761845.0000_north:1557976.00,mass_east:819866.0000_north:1573265.00,mass_east:822988.0000_north:1379186.00,mass_east:866800_north:1475343,mass_east:869966.27_north:1447717.22
10,0,0,0.169897,0.018477,0,0.254609,0,0.0546463,0.0101879,0,4.58185,7.28531,14.8654,22.8832,18.3453,21.1909,7.42965,12.4393,32.5936,0.0358445,14.9794,0,36.5717,0.211762,54.453,64.5839,62.1255,77.2486,36.4377,103.135,34.2847,27.919,24.5299,57.0051,195.659,61.5259,94.6501,82.5515,122.346,143.01,176.681,176.061,0,0.102342,264.458,191.872,218.787,113.973,171.27,290.082,43.2831,44.6357,163.445,121.439,14.75,112.361,21.5196,22.308,73.1887,7.49478,13.5186,21.6377,84.0526,78.8549,97.9693,29.9718,99.6232,37.1715,44.2797,30.9359,66.3997,43.9845,33.0925,33.9434,4.30695,55.6172,51.8099,10.2413,0.00709728,18.6146,58.6711,42.0889,44.5645,46.1233,36.9225,37.6742,24.4518,29.5373,20.6849,37.9686,14.9062,19.6393,0,0.186323,0.00310832,0.0220261,0,0,0,0.0376446,0.104987,0.0583163
11,0,0.0946817,0,0.0184795,0.127164,0,0,0.184042,0.0683538,0,4.58084,8.1575,16.1308,20.9278,19.132,19.5,7.56215,11.2888,28.4196,0,14.2598,0.0224632,39.0273,0,48.307,57.2337,60.4912,82.0577,39.944,94.8621,40.7734,26.8897,29.6171,56.9919,175.569,63.0113,84.8155,90.6752,114.275,151.23,175.677,177.882,0,0.103793,283.296,195.402,185.469,123.378,190.496,296.348,45.1061,43.864,167.499,130.503,17.547,109.448,21.2411,22.9097,78.5444,7.07876,14.1691,22.1368,87.7322,79.9527,99.0373,28.9931,92.3493,37.6743,41.7865,30.1151,63.1779,42.5259,36.4495,33.3486,4.71428,59.2321,53.2131,10.7086,0,15.7991,56.6535,44.6924,41.6695,45.4055,37.4625,37.7458,23.9818,30.1332,21.511,35.062,14.577,19.829,0,0.103553,0,0.0425006,0,0.0388406,0.0631404,0,0.130596,0
12,0,0.208713,0.0102245,0.0628414,0,0.0953953,0,0.157737,0.0329794,0,4.94215,7.31371,15.4085,22.1856,19.3576,19.1631,8.05026,11.6338,32.7502,0,14.7932,0,37.3366,0.00679333,51.665,63.3325,57.6009,73.5364,37.9149,101.356,33.92,26.9827,26.6639,57.875,190.047,59.308,90.7824,83.5761,115.885,158.616,179.255,200.959,0,0.0276356,268.049,158.737,199.357,116.084,185.37,292.872,43.2766,45.2888,157.343,126.8,16.4093,117.087,21.7354,21.4367,80.2473,7.49291,13.7669,23.0385,87.3951,79.7357,96.2496,29.6312,101.479,36.4899,42.7534,28.6035,62.5091,46.1012,34.9225,31.9207,4.27695,59.5166,53.6488,10.2894,0,18.3573,48.5703,46.9432,51.0192,45.7277,37.7202,37.0139,26.0279,30.2169,22.8199,36.9125,14.8761,18.053,0.140809,0.00818418,0,0,0.0484947,0,0.018396,0,0,0.00969093
13,0.0280118,0,0,0.0909695,0,0,0.00721945,0.272455,0,0.141595,4.39432,7.29451,14.5016,23.4534,19.9339,18.3862,7.73994,12.3529,32.149,0,15.0048,0.0557183,42.18,0,52.2397,62.8244,63.4323,77.1338,38.0085,92.4868,35.1321,28.6804,26.674,59.9913,170.379,61.7078,93.3601,86.337,118.945,152.073,197.817,168.913,0.0134412,0,266.05,190.135,197.538,117.779,182.447,306.089,43.3549,47.89,128.359,133.197,17.9605,110.518,23.9043,21.8372,80.6995,7.31323,14.9358,23.8072,84.3288,79.9446,92.892,31.2037,95.2407,38.0174,43.429,31.0198,60.748,45.5865,34.0518,32.1913,4.27174,56.4026,49.6703,10.8717,0.128386,18.12,52.2341,44.3626,49.7346,41.9667,37.5864,37.8073,25.687,28.3678,20.4843,36.6474,15.915,17.0665,0,0,0.0930233,0,0.195665,0.0131389,0,0,0,0.200645
14,0.128224,0.0578704,0.0883286,0,0.052064,0,0.271722,0.0566905,0,0,4.37087,7.80302,15.223,21.8537,20.3347,19.1169,6.8412,12.2381,29.9469,0,14.6389,0,38.5227,0.104566,47.7138,65.3006,63.9837,75.4799,37.9709,95.0248,37.8453,27.1756,25.525,61.7693,201.522,57.3,95.5953,88.0739,112.281,154.861,188.847,177.666,0.0870367,0,279.659,181.899,190.167,122.577,178.214,303.166,47.7015,45.3334,150.686,123.571,16.6164,108.419,20.6904,22.5362,75.554,7.57395,14.3809,23.0111,89.6203,87.7461,97.176,31.6394,98.6717,37.0276,46.4673,31.8175,60.9307,45.2945,33.8978,33.7371,4.57324,60.5373,53.3362,9.59586,0.0371309,15.5215,52.4034,43.9129,45.2641,42.2361,37.432,37.6048,23.6372,31.3986,23.7498,37.505,17.0822,16.8207,0,0.122601,0.0693142,0,0,0.123912,0.0457319,0.132456,0.0467023,0.116196
15,0,0.0447567,0.0184492,0,0,0,0.10697,0,0,0.0796907,4.51922,8.32759,15.3008,21.6513,19.3405,20.337,7.75286,12.3718,28.4535,0.143307,14.6026,0,37.533,0,54.4922,60.29,63.4051,70.8653,37.6177,93.7937,39.8415,28.1949,28.123,61.659,196.598,64.5107,91.4439,94.8678,125.371,150.767,202.157,167.626,0,0,274.56,180.891,196.976,124.683,165.834,277.557,46.7857,44.8029,156.324,124.059,15.6101,126.595,22.2831,23.316,69.9678,7.10893,14.3386,22.2347,82.5511,72.7867,96.6994,30.7421,103.79,38.1062,45.7307,29.9176,66.1255,45.7984,35.9617,35.1793,4.6179,56.8766,50.9098,10.4631,0.0297061,16.7541,50.8167,47.999,44.3516,48.0337,35.0164,37.5264,25.2263,27.7228,23.2125,38.6487,15.9074,18.1124,0,0.107342,0.0597216,0,0.0211223,0,0.10836,0,0,0
16,0.0605144,0,0.097252,0,0,0,0.0465822,0,0,0.0303928,4.35828,7.11812,15.787,20.1421,20.1006,17.5499,7.10905,12.0623,28.5028,0.181314,15.9571,0,36.8921,0,50.5162,57.6708,60.3104,76.4212,34.5837,97.3984,37.5241,25.1731,26.6953,62.5347,183.595,60.8052,87.4405,88.9962,113.423,152.521,162.575,197.867,0,0.0610486,258.308,166.696,185.933,113.259,188.249,294.635,41.3392,46.0717,143.85,121.163,16.2549,105.634,22.7657,22.2028,77.5541,7.01122,15.8232,22.4564,90.8049,86.4174,89.8943,31.0868,99.1038,39.2491,44.3811,33.7925,58.3455,45.6227,31.9415,35.2469,4.64659,61.1758,50.8546,10.1632,0,18.5068,49.697,47.2485,43.4422,47.1541,38.2849,38.3497,25.8198,32.5731,22.8184,38.1902,15.1477,17.4812,0,0.0261737,0.098144,0,0,0,0,0.0185247,0.0498383,0.112715
17,0,0.0282475,0,0,0.0209337,0,0.135078,0,0,0.15895,4.13437,7.53008,15.2073,22.5285,19.1969,18.3984,7.82347,12.252,29.6957,0.187021,14.5952,0,37.6764,0,52.2605,62.7855,54.3117,71.6708,36.3003,92.4779,40.0294,25.1208,27.5979,58.7158,187.446,61.9284,100.358,93.9045,127.123,146.807,190.093,170.608,0,0.0134397,283.086,184.684,186.186,123.645,173.561,301.352,42.3779,42.8241,150.232,132.414,17.479,114.615,21.763,20.6235,69.5982,8.24596,15.585,21.7755,87.7536,86.2161,100.033,32.311,93.8617,36.8692,44.5689,28.1017,50.2019,46.8752,33.3922,35.2932,4.55907,53.9459,52.1949,11.1848,0,18.6089,50.9749,45.2037,44.3683,46.6094,33.7083,39.4808,26.1746,28.5183,23.49,36.5965,15.3368,17.7679,0,0,0.135008,0.0667602,0.0265264,0.190083,0,0.0997584,0.242725,0
18,0.176428,0.109942,0.303192,0,0.0215914,0,0.000650223,0,0.0121857,0.00921626,4.36079,7.74422,16.1871,24.1283,19.2712,18.8331,6.84521,12.3185,28.1353,0,14.835,0.0924033,35.173,0.0971742,52.6101,57.6418,60.2368,72.4508,35.7365,97.2763,35.8033,27.1881,24.1325,56.0003,186.486,57.126,81.6655,85.3348,124.165,154.582,173.734,174.33,0.250198,0,258.27,181.962,207.436,117.435,190.127,314.361,42.8664,47.9898,142.314,130.315,17.3265,118.774,23.7667,23.7271,75.2248,6.45764,15.681,23.4682,83.2915,81.0675,93.2116,33.0831,97.0638,38.833,43.8128,29.2639,63.3001,45.2479,32.342,33.0272,4.44774,61.1872,54.7053,10.8745,0,16.7333,53.9117,46.2717,43.3417,41.3024,34.3635,38.1228,25.4973,29.1206,22.9884,35.9113,15.4313,16.6434,0,0.150429,0.0373391,0.0128283,0,0.11256,0,0,0,0.0820854
19,0,0.0588602,0,0.00854999,0.184002,0,0,0,0,0,4.47654,6.78265,16.5493,21.7401,19.0704,19.9027,7.49022,12.4602,32.7009,0,15.4968,0,42.397,0.191402,57.02,67.3837,57.0069,78.4081,35.3056,86.7629,38.0218,24.8094,26.5495,55.3412,190.765,64.6897,93.244,90.4521,120.838,161.946,186.357,187.089,0.176978,0,250.842,180.911,193.355,122.684,181.209,283.264,43.232,46.6746,156.006,133.294,15.8881,116.791,22.5678,23.3525,79.7349,6.71229,16.138,20.3166,90.4526,77.0246,98.8897,29.8048,96.6192,35.3805,41.0404,28.2486,58.7042,45.3399,38.6273,35.823,4.50781,57.8449,53.4416,10.7182,0.0390447,18.6777,54.7756,46.1503,46.6845,42.1653,33.8678,41.7985,24.1671,27.9771,21.7017,41.5581,14.7405,16.9707,0,0.0511888,0,0,0,0.00433609,0.12243,0,0.294221,0
20,0,0.024375,0,0.172647,0,0,0,0,0,0.11969,4.40296,6.73864,13.7196,22.848,20.9784,18.782,7.92781,11.9489,25.0224,0,15.2525,0.0423287,36.4469,0.137904,56.1273,67.2092,57.3051,70.8812,35.7639,96.1796,36.6283,27.3087,26.6114,65.28,193.549,59.4166,92.5621,98.4869,120.33,158.446,176.174,175.289,0,0.141613,270.027,175.545,214.258,119.529,184.697,324.777,41.2896,45.2163,154.081,118.273,17.3438,122.311,21.7547,23.5897,72.3364,7.46056,15.9309,20.2361,88.7388,85.3318,106.283,31.5931,95.0935,39.2412,42.8489,30.4904,61.99,40.945,34.7894,34.4686,4.48388,57.5141,49.3172,10.5012,0.0393381,19.5455,52.8974,43.2905,41.1215,46.99,37.1648,36.5005,26.4105,30.9642,21.3556,37.1408,14.663,17.0376,0,0.186078,0.105378,0,0,0,0,0,0,0
21,0.00605978,0.148101,0,0,0.115104,0.113724,0.0773845,0.124395,0,0.0894835,4.75089,7.76055,16.1727,22.7556,21.4017,17.7486,7.81183,12.2199,29.2466,0,15.1688,0,37.235,0.162682,49.1283,56.852,59.2977,70.8826,36.9401,91.0697,40.7784,25.7518,27.7402,64.9518,197.9,62.5669,97.866,87.9051,112.983,143.989,173.334,178.402,0,0.279065,283.13,190.115,194.424,118.171,176.397,294.058,43.6436,48.9623,145.484,130.421,17.1324,117.677,21.3495,24.5234,78.0669,7.58141,14.7753,22.1044,86.191,79.7714,99.6193,31.1878,92.6351,36.5469,43.5475,28.8393,58.6973,44.9904,34.5959,33.4815,4.6833,65.8333,55.0915,11.2907,0,17.7568,55.058,45.5759,43.5433,44.4096,36.4042,36.1792,24.6207,30.7504,21.6473,39.1792,15.8884,16.9104,0.00316284,0.00313618,0.00107439,0,0,0,0.0740755,0.0666722,0.0684391,0.045685
